"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2015";"Réalisation.2016";"Prévision.2017.PAP.2017";"Prévision.2017.PAP.2018";"Réalisation.2017";"Année.cible";"Valeur.cible";"Degré.de.réalisation";"Code.Ministère";"Ministère"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"10095";"P141.1.2";"Proportion d'élèves maîtrisant, en fin de troisième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du nouveau socle commun";"Citoyen";"";"";"22057";"Comprendre, s'exprimer en utilisant les langages mathématiques, scientifiques et informatiques (domaine 1) - hors REP+/REP";"";"(libellé modifié)";"SSI Documenté";"%";"s.o.";"s.o.";"s.o.";"s.o";"s.o";"2017";"s.o.";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"329";"P141.1.3";"Écart de taux de réussite au diplôme national du brevet (DNB) entre éducation prioritaire (EP) et hors EP";"Citoyen";"";"";"17849";"écart entre REP+ et hors EP et non REP+";"";"";"SSI Documenté";"écart entre taux";"-10,5";"-10,9";"-10";"-10";"8,8";"2017";"-10";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"329";"P141.1.3";"Écart de taux de réussite au diplôme national du brevet (DNB) entre éducation prioritaire (EP) et hors EP";"Citoyen";"";"";"17850";"écart entre REP et hors REP et non REP";"";"";"SSI Documenté";"écart entre taux";"-6,9";"-7,4";"-6";"-6";"5.9";"2017";"-6";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"329";"P141.1.3";"Écart de taux de réussite au diplôme national du brevet (DNB) entre éducation prioritaire (EP) et hors EP";"Citoyen";"";"";"18073";"Pour information : taux de réussite au DNB en REP+";"";"";"SSI Documenté";"%";"75,5";"76,1";"s.o.";"s.o";"80.1";"2017";"s.o.";"Amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"329";"P141.1.3";"Écart de taux de réussite au diplôme national du brevet (DNB) entre éducation prioritaire (EP) et hors EP";"Citoyen";"";"";"18074";"Pour information : taux de réussite au DNB en REP";"";"";"SSI Documenté";"%";"79,2";"79,6";"s.o.";"s.o";"83";"2017";"s.o.";"Amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.4";"Mixité des filles et des garçons dans les formations technologiques et professionnelles";"Citoyen";"";"";"13215";"Proportion de filles en terminale STI2D";"";"";"SSI Documenté";"%";"6,8";"7,1";"10";"11";"7,2";"2017";"11";"Amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.4";"Mixité des filles et des garçons dans les formations technologiques et professionnelles";"Citoyen";"";"";"22058";"Proportion de garçons en terminale ST2S";"";"";"SSI Documenté";"%";"10,5";"11,2";"13";"12";"12,8";"2017";"11";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.4";"Mixité des filles et des garçons dans les formations technologiques et professionnelles";"Citoyen";"";"";"22059";"Proportion de filles en terminale professionnelle des spécialités de production";"";"";"SSI Documenté";"%";"11,4";"11,6";"14";"14";"11,7";"2017";"16";"Amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.4";"Mixité des filles et des garçons dans les formations technologiques et professionnelles";"Citoyen";"";"";"22060";"Proportion de garçons en terminale professionnelle des spécialités plurivalentes sanitaires et sociales";"";"";"SSI Documenté";"%";"7";"7,7";"9";"9";"7,9";"2017";"10";"Amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.4";"Mixité des filles et des garçons dans les formations technologiques et professionnelles";"Citoyen";"";"";"23057";"Pour information : Proportion de filles en terminale S";"";"";"SSI Documenté";"%";"47";"46,9";"s.o";"s.o";"47,3";"2017";"s.o.";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"325";"P141.1.4";"Mixité des filles et des garçons dans les formations technologiques et professionnelles";"Citoyen";"";"";"23058";"Pour information : Proportion de garçons en terminale L";"";"";"SSI Documenté";"%";"20,5";"20,9";"s.o";"s.o";"20,8";"2017";"s.o.";"Données non retenues";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.5";"Taux d'accès au diplôme correspondant des élèves ou apprentis inscrits en première année d'un cycle de formation";"Citoyen";"";"";"8407";"Taux d'accès à un bac général ou technologique des élèves de 2nde GT";"";"";"SSI Documenté";"%";"90,8";"91,3";"92";"93";"90,8";"2017";"93";"Absence d'amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.5";"Taux d'accès au diplôme correspondant des élèves ou apprentis inscrits en première année d'un cycle de formation";"Citoyen";"";"";"20692";"Taux d'accès au diplôme de CAP des élèves de première année de CAP - par la voie scolaire";"";"";"SSI Documenté";"%";"71,9";"72,3";"75";"74";"72,7";"2017";"75";"Amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.5";"Taux d'accès au diplôme correspondant des élèves ou apprentis inscrits en première année d'un cycle de formation";"Citoyen";"";"";"20693";"Taux d'accès au diplôme de CAP des élèves de 1ère année de CAP - par apprentissage";"";"";"SSI Documenté";"%";"61,3";"61,9";"66";"64";"n.d";"2017";"66";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.5";"Taux d'accès au diplôme correspondant des élèves ou apprentis inscrits en première année d'un cycle de formation";"Citoyen";"";"";"8404";"Taux d'accès au baccalauréat professionnel des élèves de seconde professionnelle - par la voie scolaire";"";"";"SSI Documenté";"%";"65,6";"68,3";"74";"72,5";"67,7";"2017";"78";"Absence d'amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.5";"Taux d'accès au diplôme correspondant des élèves ou apprentis inscrits en première année d'un cycle de formation";"Citoyen";"";"";"20695";"Taux d'accès au baccalauréat professionnel des élèves de seconde professionnelle - par apprentissage";"";"";"SSI Documenté";"%";"50,7";"54,5";"52";"52";"n.d";"2017";"52";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.5";"Taux d'accès au diplôme correspondant des élèves ou apprentis inscrits en première année d'un cycle de formation";"Citoyen";"";"";"20696";"Taux d'accès au BTS des élèves de première année de BTS - par la voie scolaire";"";"";"SSI Documenté";"%";"71,6";"71,7";"76";"74";"n.d";"2017";"76";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"324";"P141.1.5";"Taux d'accès au diplôme correspondant des élèves ou apprentis inscrits en première année d'un cycle de formation";"Citoyen";"";"";"20697";"Taux d'accès au BTS des élèves de première année de BTS - par apprentissage";"";"";"SSI Documenté";"%";"65";"65,3";"72";"68";"n.d";"2017";"72";"Données non renseignées";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"4534";"P141.1.6";"Taux de redoublement";"Usager";"";"";"6835";"en 6ème";"";"";"SSI Documenté";"%";"1,3";"0,5";"0,5";"0,5";"0,5";"2017";"0,5";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"4534";"P141.1.6";"Taux de redoublement";"Usager";"";"";"6836";"en 5ème";"";"";"SSI Documenté";"%";"0,7";"0,3";"0,1";"0,1";"0,3";"2017";"0,1";"Absence d'amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"4534";"P141.1.6";"Taux de redoublement";"Usager";"";"";"6837";"en 4ème";"";"";"SSI Documenté";"%";"0,9";"0,4";"0,3";"0,3";"0,3";"2017";"0,3";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"4534";"P141.1.6";"Taux de redoublement";"Usager";"";"";"6838";"en 3ème";"";"";"SSI Documenté";"%";"3";"2,1";"2";"2";"2,1";"2017";"2";"Absence d'amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"4534";"P141.1.6";"Taux de redoublement";"Usager";"";"";"6839";"en 2nde générale et technologique";"";"";"SSI Documenté";"%";"6,7";"4,1";"5,5";"3,5";"3,6";"2017";"5,5";"Cible atteinte";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"325";"P141.1";"Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants";"12648";"P141.1.7";"Proportion d'élèves entrant en 3ème avec au moins un an de retard";"Citoyen";"";"";"19820";"Total";"";"";"SSI Documenté";"%";"20";"18";"16";"16";"16,4";"2017";"15,5";"Amélioration";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
