"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Indicateur.de.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2010";"Réalisation.2011";"Prévision.2012.PAP.2012";"Prévision.2012.PAP.2013";"Réalisation.2012";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"4536";"P139.1.5";"Taux de redoublement";"Usager";"";"";"10192";"en CP";"";"";"SSI Documenté";"%";"n.d";"n.d";"1,5";"n.d";"n.d";"2013";"0,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"4536";"P139.1.5";"Taux de redoublement";"Usager";"";"";"10193";"en CE1";"";"";"SSI Documenté";"%";"n.d";"n.d";"2";"n.d";"n.d";"2013";"1";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"4536";"P139.1.5";"Taux de redoublement";"Usager";"";"";"10194";"en CE2";"";"";"SSI Documenté";"%";"n.d";"n.d";"1";"n.d";"n.d";"2013";"0,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"4536";"P139.1.5";"Taux de redoublement";"Usager";"";"";"10195";"en CM1";"";"";"SSI Documenté";"%";"n.d";"n.d";"0,8";"n.d";"n.d";"2013";"0,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"359";"P139.1";"Conduire tous les élèves à la maîtrise des compétences de base exigibles au terme de la scolarité primaire";"4536";"P139.1.5";"Taux de redoublement";"Usager";"";"";"10196";"en CM2";"";"";"SSI Documenté";"%";"n.d";"n.d";"1,2";"n.d";"n.d";"2013";"1";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"10099";"P139.2.1";"Proportion d'élèves maîtrisant en fin de 3ème les compétences du socle commun";"Citoyen";"";"";"10205";"compétence 1 : ""maîtrise de la langue française""";"";"";"SSI Documenté";"%";"86,7 (± 3,3)";"88,9 (± 2,9)";"87";"90";"88,4  (± 2,6)";"2013";"88";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"10099";"P139.2.1";"Proportion d'élèves maîtrisant en fin de 3ème les compétences du socle commun";"Citoyen";"";"";"10206";"compétence 2 : ""pratique d'une langue vivante étrangère""";"";"";"SSI Documenté";"%";"96,5";"98,2";"98,5";"56";"42,9 (± 3,8)";"2013";"99";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"10099";"P139.2.1";"Proportion d'élèves maîtrisant en fin de 3ème les compétences du socle commun";"Citoyen";"";"";"10207";"compétence 3 : ""mathématiques et culture scientifique""";"";"";"SSI Documenté";"%";"78,9 (± 3,8)";"99,4";"82,5";"80";"86,6 (± 3,4)";"2013";"83";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"10099";"P139.2.1";"Proportion d'élèves maîtrisant en fin de 3ème les compétences du socle commun";"Citoyen";"";"";"10208";"compétence 4 : ""Brevet informatique et internet collège""";"";"";"SSI Documenté";"%";"99";"98,5";"99,4";"99,5";"96,5";"2013";"99,5";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"10099";"P139.2.1";"Proportion d'élèves maîtrisant en fin de 3ème les compétences du socle commun";"Citoyen";"";"";"10209";"compétence 5 : ""culture humaniste""";"";"";"SSI Documenté";"%";"77 (± 4,5)";"98,9";"78";"58";"79,8 (± 5,1)";"2013";"79";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"10099";"P139.2.1";"Proportion d'élèves maîtrisant en fin de 3ème les compétences du socle commun";"Citoyen";"";"";"10210";"compétence 6 : ""compétences sociales et civiques""";"";"";"SSI Documenté";"%";"88,2 (± 3)";"98,9";"90";"90";"94,4";"2013";"91";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"10099";"P139.2.1";"Proportion d'élèves maîtrisant en fin de 3ème les compétences du socle commun";"Citoyen";"";"";"10211";"compétence 7 : ""autonomie et initiative"" du socle commun";"";"";"SSI Documenté";"%";"84,9 (± 3,4)";"98,6";"86";"86";"94,9";"2013";"87";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"2635";"P139.2.2";"Proportion d'élèves maîtrisant, en fin de collège, les compétences de base en français et en mathématiques";"Citoyen";"";"";"11112";"en français";"";"";"SSI Documenté";"%";"87,5 (± 3,1)";"85,4 (± 3,9)";"94";"";"86.6 (± 3,1)";"2013";"95";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"2635";"P139.2.2";"Proportion d'élèves maîtrisant, en fin de collège, les compétences de base en français et en mathématiques";"Citoyen";"";"";"11114";"en mathématiques";"";"";"SSI Documenté";"%";"93,4 (± 1,9)";"94,9 (± 2,4)";"98";"";"95,3 (± 1,7)";"2013";"99";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"11295";"P139.2.3";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA";"Citoyen";"";"";"12995";"France";"";"";"SSI Documenté";"%";"19,8";"19,8";"17";"18";"n.d";"2012";"17";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"11295";"P139.2.3";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA";"Citoyen";"";"";"12996";"Union Européenne";"";"";"SSI NON Documenté";"%";"20,6";"20,6";"";"n.d";"n.d";"2012";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"11295";"P139.2.3";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA";"Citoyen";"";"";"12997";"Finlande";"";"";"SSI NON Documenté";"%";"8,1";"8,1";"";"n.d";"n.d";"2012";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"11295";"P139.2.3";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA";"Citoyen";"";"";"12998";"Suède";"";"";"SSI NON Documenté";"%";"17,4";"17,4";"";"n.d";"n.d";"2012";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"11295";"P139.2.3";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA";"Citoyen";"";"";"12999";"Royaume-Uni";"";"";"SSI NON Documenté";"%";"18,4";"18,4";"";"n.d";"n.d";"2012";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"11295";"P139.2.3";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA";"Citoyen";"";"";"13000";"Allemagne";"";"";"SSI NON Documenté";"%";"18,5";"18,5";"";"n.d";"n.d";"2012";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"11295";"P139.2.3";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA";"Citoyen";"";"";"13001";"Italie";"";"";"SSI NON Documenté";"%";"21";"21";"";"n.d";"n.d";"2012";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"11295";"P139.2.3";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA";"Citoyen";"";"";"13002";"Espagne";"";"";"SSI NON Documenté";"%";"19,6";"19,6";"";"n.d";"n.d";"2012";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"11295";"P139.2.3";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA";"Citoyen";"";"";"13003";"Pays-Bas";"";"";"SSI NON Documenté";"%";"14,3";"14,3";"";"n.d";"n.d";"2012";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"11295";"P139.2.3";"Proportion des jeunes de 15 ans ""ayant d'importantes difficultés de lecture"" (dont le niveau 1 de lecture est inférieur ou égal à 1 aux tests de PISA";"Citoyen";"";"";"13004";"Irlande";"";"";"SSI NON Documenté";"%";"17,2";"17,2";"";"n.d";"n.d";"2012";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"364";"P139.2.4";"Taux d'accès au brevet";"Citoyen";"Indicateur de mission";"";"7920";"Taux d'accès au brevet";"";"";"SSI Documenté";"%";"79,7";"80,1";"81";"80,5";"83,1";"2013";"82";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"369";"P139.2.5";"Proportion d'élèves en classes terminales des filières scientifiques et techniques";"Citoyen";"";"";"11115";"1. Parmi les élèves de terminales";"";"";"SSI Documenté";"%";"41,5";"42,5";"44";"44";"43";"2013";"45";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"369";"P139.2.5";"Proportion d'élèves en classes terminales des filières scientifiques et techniques";"Citoyen";"";"";"13005";"2. Part des filles dans ces terminales scientifiques et techniques";"";"";"SSI Documenté";"%";"41,3";"43,1";"42,5";"43,5";"42,1";"2013";"43";"MIN06";"Éducation nationale, jeunesse et vie associative"
"Budget général";"Enseignement scolaire";"P139";"Enseignement privé du premier et du second degrés";"362";"P139.2";"Conduire le maximum d'élèves aux niveaux de compétences attendues en fin de scolarité et à l'obtention des diplômes correspondants";"369";"P139.2.5";"Proportion d'élèves en classes terminales des filières scientifiques et techniques";"Citoyen";"";"";"13006";"pour info : part des filles en terminale S";"";"";"SSI NON Documenté";"%";"44,2";"43,8";"";"s.o";"44,1";"2013";"-";"MIN06";"Éducation nationale, jeunesse et vie associative"
