"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Numéro.Objectif";"Objectif";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Sous.indicateur";"Unité";"Réalisation.2014";"Réalisation.2015";"Prévision.2016.PAP.2016";"Prévision.2016.PAP.2017";"Réalisation.2016";"Année.cible";"Valeur.cible";"Code.Ministère.LFI.2016";"Ministère.LFI.2016"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.2";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"P141.2.1";"Poursuite d'études des nouveaux bacheliers";"Citoyen";"";"Taux de poursuite des filles";"%";"73,6";"79,4";"s.o.";"s.o.";"n.d";"2017";"s.o.";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.2";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"P141.2.1";"Poursuite d'études des nouveaux bacheliers";"Citoyen";"";"Taux de poursuite des garçons";"%";"75,6";"80,6";"s.o.";"s.o";"n.d";"2017";"s.o.";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.2";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"P141.2.1";"Poursuite d'études des nouveaux bacheliers";"Citoyen";"";"Proportion d'enfants de familles appartenant aux PCS défavorisées parmi les élèves de CPGE";"%";"11,8";"12,1";"14";"13";"13";"2017";"14,5";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.2";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"P141.2.1";"Poursuite d'études des nouveaux bacheliers";"Citoyen";"";"Taux de poursuite des bacheliers technologiques vers un DUT";"%";"11,4";"11,6";"16,8";"13";"n.d";"2017";"18";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.2";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"P141.2.1";"Poursuite d'études des nouveaux bacheliers";"Citoyen";"";"Taux de poursuite des bacheliers professionnels vers un BTS";"%";"26,2";"27,8";"29";"29";"n.d";"2017";"30";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.2";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"P141.2.2";"Écarts de pourcentages entre les jeunes en situation d'emploi 7 mois après leur sortie du lycée (hors ceux qui poursuivent des études), selon le diplôme, et les 25-49 ans en situation d'emploi";"Citoyen";"";"a. Non diplômés";"écart";"-62,6";"-62,3";"-63";"-63";"-60,9";"2017";"-63";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.2";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"P141.2.2";"Écarts de pourcentages entre les jeunes en situation d'emploi 7 mois après leur sortie du lycée (hors ceux qui poursuivent des études), selon le diplôme, et les 25-49 ans en situation d'emploi";"Citoyen";"";"b. Titulaires du DNB (diplôme national du brevet) ou CFG (certificat de formation générale)";"écart";"-60,2";"-60,7";"-60";"-60";"-58,7";"2017";"-60";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.2";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"P141.2.2";"Écarts de pourcentages entre les jeunes en situation d'emploi 7 mois après leur sortie du lycée (hors ceux qui poursuivent des études), selon le diplôme, et les 25-49 ans en situation d'emploi";"Citoyen";"";"c. Titulaires d'un CAP ou BEP";"écart";"-52,1";"-53,8";"-52";"-52";"-52,9";"2017";"-52";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.2";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"P141.2.2";"Écarts de pourcentages entre les jeunes en situation d'emploi 7 mois après leur sortie du lycée (hors ceux qui poursuivent des études), selon le diplôme, et les 25-49 ans en situation d'emploi";"Citoyen";"";"d. Titulaires d'un Bac Pro";"écart";"-35,8";"-34,8";"-35";"-35";"-33,4";"2017";"-35";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.2";"Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire";"P141.2.2";"Écarts de pourcentages entre les jeunes en situation d'emploi 7 mois après leur sortie du lycée (hors ceux qui poursuivent des études), selon le diplôme, et les 25-49 ans en situation d'emploi";"Citoyen";"";"e. Titulaires d'un BTS";"écart";"-19,3";"-19,4";"-19";"-19";"-17,1";"2017";"-19";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.1";"Nombre d'académies bénéficiant d'une dotation équilibrée parmi les 30 académies";"Contribuable";"";"Nombre d'académies bénéficiant d'une dotation équilibrée parmi les 30";"Nombre";"27";"28";"28";"28";"25";"2017";"29";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.2";"Écart de taux d'encadrement au collège entre éducation prioritaire (EP) et hors EP";"Citoyen";"";"écart entre REP+ et hors REP+/REP";"élèves par division";"-3,9";"-3,7";"-5,1";"-4,5";"-3,7";"2017";"-5,5";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.2";"Écart de taux d'encadrement au collège entre éducation prioritaire (EP) et hors EP";"Citoyen";"";"écart entre REP et hors REP+/REP";"élèves par division";"-2,7";"-2,7";"-3,3";"-3";"-2,8";"2017";"-3,5";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.2";"Écart de taux d'encadrement au collège entre éducation prioritaire (EP) et hors EP";"Citoyen";"";"Proportion d'enseignants avec 5 ans et plus d'ancienneté dans un collège en éducation prioritaire";"%";"44,4";"39,9";"46,8";"46,8";"n.d";"2017";"48";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.3";"Pourcentage d'heures d'enseignement non assurées (pour indisponibilité des locaux, absence d'enseignants non remplacés)";"Usager";"";"a : pour indisponibilité des locaux ou des enseignants";"%";"2,7";"2,7";"2,2";"2,4";"2,9";"2017";"2";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.3";"Pourcentage d'heures d'enseignement non assurées (pour indisponibilité des locaux, absence d'enseignants non remplacés)";"Usager";"";"b : pour non remplacement d'enseignants absents";"%";"2,5";"2,3";"2,3";"2,2";"2,4";"2017";"2,2";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"Total";"%";"7,2";"7,1";"6,9";"6,9";"7,1";"2017";"6,8";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"collèges";"%";"2,8";"2,7";"s.o.";"s.o.";"2,7";"2017";"s.o.";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"SEGPA";"%";"32,5";"32,9";"s.o.";"s.o.";"34,1";"2017";"s.o.";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"LP";"%";"18,5";"18,7";"s.o.";"s.o.";"18,9";"2017";"s.o.";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"LEGT (pré-bac)";"%";"3,9";"3,5";"s.o.";"s.o";"3,3";"2017";"s.o.";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"CPGE";"%";"7,9";"7,7";"s.o.";"s.o.";"6,8";"2017";"s.o.";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P141";"Enseignement scolaire public du second degré";"P141.3";"Promouvoir un aménagement équilibré du territoire éducatif en optimisant les moyens alloués";"P141.3.4";"Pourcentage d'heures d'enseignement délivrées devant des groupes de dix élèves ou moins";"Contribuable";"";"STS";"%";"10,5";"10";"s.o.";"s.o";"10";"2017";"s.o.";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"P230.1";"Faire respecter l'école, améliorer le climat scolaire et favoriser l'apprentissage de la responsabilité et de la citoyenneté";"P230.1.1";"Taux d'absentéisme des élèves";"Citoyen";"";"a) au collège";"%";"3,3";"3,2";"2,5";"3";"3,5";"2017";"2";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"P230.1";"Faire respecter l'école, améliorer le climat scolaire et favoriser l'apprentissage de la responsabilité et de la citoyenneté";"P230.1.1";"Taux d'absentéisme des élèves";"Citoyen";"";"b) au lycée d'enseignement général et technologique";"%";"5,4";"5,9";"5,2";"5,7";"5,6";"2017";"5";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"P230.1";"Faire respecter l'école, améliorer le climat scolaire et favoriser l'apprentissage de la responsabilité et de la citoyenneté";"P230.1.1";"Taux d'absentéisme des élèves";"Citoyen";"";"c) au lycée professionnel";"%";"12,9";"14,2";"12,5";"13,5";"15,7";"2017";"12";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
"Budget général";"Enseignement scolaire";"P230";"Vie de l'élève";"P230.1";"Faire respecter l'école, améliorer le climat scolaire et favoriser l'apprentissage de la responsabilité et de la citoyenneté";"P230.1.2";"Proportion d'actes de violence grave signalés et de multi-victimations déclarées";"Citoyen";"";"1.2.1 - Actes de violences graves";"";"";"";"";"";"";"2017";"";"MIN06";"Éducation nationale, enseignement supérieur et recherche"
